date_of_purchase,name_of_purchaser,Prefix,bond_number,denominations
15-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3143,"1,00,000"
15-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3144,"1,00,000"
15-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3142,"1,00,000"
15-Apr-19,MOHINDER                                 KUMAR JAIN,OL,3141,"1,00,000"
15-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3146,"1,00,000"
15-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3130,"1,00,000"
15-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3129,"1,00,000"
15-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3128,"1,00,000"
15-Apr-19,MR RAJ DEEPAK VARSHNEY,OL,3127,"1,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10926,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10925,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10928,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10922,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10905,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10924,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10907,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10927,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10906,"10,00,000"
15-Apr-19,MS PEARL GLOBAL INDUSTRIES LTD FORM,TL,10923,"10,00,000"
15-Apr-19,OCEAN SPARKLE LTD,TL,7537,"10,00,000"
15-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23687,"1,00,000"
15-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23689,"1,00,000"
15-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23683,"1,00,000"
15-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23688,"1,00,000"
15-Apr-19,PAPPI REDDY                              KISHORE KUMAR REDDY,OL,23685,"1,00,000"
15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23664,"1,00,000"
15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23667,"1,00,000"
15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23671,"1,00,000"
15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23669,"1,00,000"
15-Apr-19,PEDDIREDDY RAMANJANEYA REDDY,OL,23673,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2187,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2189,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2151,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2153,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2159,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2169,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2175,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2185,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2191,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2161,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2171,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2181,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2157,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2179,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2163,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2165,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2167,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2173,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2183,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2193,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2155,"1,00,000"
15-Apr-19,PREMCHAND GODHA,OL,2177,"1,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7096,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7084,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7086,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7104,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7088,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7106,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7072,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7080,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7092,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7108,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7102,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7076,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7094,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7098,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7074,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7110,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7078,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7082,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7100,"1,00,00,000"
15-Apr-19,PRL DEVELOPERS PRIVATE LIMITED,OC,7090,"1,00,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23648,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23652,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23656,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23660,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23662,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23654,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23650,"1,00,000"
15-Apr-19,RAVINDER AGARWAL,OL,23658,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,OL,23666,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,OL,23665,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,OL,23663,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,OL,23659,"1,00,000"
15-Apr-19,SANGIREDDY THIRUPATHI REDDY,OL,23661,"1,00,000"
15-Apr-19,SHAHAB RIZVI,TL,10910,"10,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1022,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1023,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1020,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1021,"1,00,00,000"
15-Apr-19,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1024,"1,00,00,000"
15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,OC,5393,"1,00,00,000"
15-Apr-19,SRI KRISHNA INFRAASTRUCTURES,OC,5391,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7077,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7093,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7097,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7073,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7099,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7089,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7103,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7105,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7095,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7111,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7107,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7075,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7109,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7081,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7085,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7087,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7083,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7079,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7091,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LIMTED,OC,7101,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,OC,5260,"1,00,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,TL,10921,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,TL,10918,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,TL,10920,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,TL,10917,"10,00,000"
15-Apr-19,SUN PHARMA LABORATORIES LTD,TL,10919,"10,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,OL,23642,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,OL,23649,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,OL,23644,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,OL,23647,"1,00,000"
15-Apr-19,SWAPNA CHENNAVARAM,OL,23646,"1,00,000"
15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,TL,12858,"10,00,000"
15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,TL,12856,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,TL,1043,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,TL,1046,"10,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,OL,25107,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,OL,25101,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,OL,25111,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,OL,25115,"1,00,000"
15-Apr-19,VARDHMAN TEXTILES LTD,OL,25103,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,OL,13886,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,OL,13882,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,OL,13884,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,OL,13888,"1,00,000"
15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,OL,13890,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23684,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23679,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23676,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23686,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23682,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23680,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23678,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23681,"1,00,000"
15-Apr-19,VINAY AGARWAL,OL,23674,"1,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,TL,10995,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,TL,10994,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,TL,10992,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,TL,10991,"10,00,000"
16-Apr-19,BELLWEY INTERNATIONAL CO,TL,10993,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10973,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10975,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10976,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10979,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10977,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10978,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10972,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,TL,10974,"10,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,OL,3186,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,OL,3188,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,OL,3189,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,OL,3185,"1,00,000"
16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,OL,3187,"1,00,000"
16-Apr-19,IDEAL REAL ESTATES PRIVATE LIMITED,OC,6311,"1,00,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,TL,10957,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,TL,10960,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,TL,10959,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,TL,10938,"10,00,000"
16-Apr-19,JAI SUSPENSION SYSTEMS LLP,TL,10958,"10,00,000"
16-Apr-19,JUBILANT LIFE SCIENCES LIMITED,OC,6408,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,4636,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6303,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6335,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6345,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6324,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,4633,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6327,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6322,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6329,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6315,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6347,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6338,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6326,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6314,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6348,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6319,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6302,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6334,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6305,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6336,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6349,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,4615,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6266,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6332,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,4634,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6313,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6341,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6333,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6340,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6309,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6331,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,4635,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6304,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6310,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6339,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6344,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6350,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6337,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6306,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6318,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6343,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6307,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6346,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6323,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6342,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6317,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6290,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6301,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6320,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6328,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6330,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6308,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6325,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6312,"1,00,00,000"
16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,OC,6316,"1,00,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12938,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12884,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12976,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12946,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12920,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12972,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12936,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12954,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12980,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12926,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12928,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12892,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12924,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12966,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12898,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12916,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12890,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12978,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12984,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12930,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12952,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12960,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12932,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12948,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12888,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12900,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12918,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12944,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12956,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12906,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12970,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12914,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12962,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12974,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12982,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12942,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12910,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12964,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12894,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12908,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12912,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12886,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12934,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12968,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12958,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12922,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12940,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12950,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12986,"10,00,000"
16-Apr-19,KEYSTONE REALTORS PVT LTD,TL,12896,"10,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5517,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5521,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5316,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5312,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5523,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5313,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5525,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5311,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5519,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5319,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5315,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5318,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5515,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5314,"1,00,00,000"
16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,5380,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,OC,7123,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,OC,7127,"1,00,00,000"
16-Apr-19,MODERN ROAD MAKERS PVT LTD,OC,7125,"1,00,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10940,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10964,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10963,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10981,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10939,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10967,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10947,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10965,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10962,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10946,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10980,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10943,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10970,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10961,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10985,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10944,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10949,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10941,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10942,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10950,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10966,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10969,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10984,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10968,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10982,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10945,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10987,"10,00,000"
16-Apr-19,MUTHOOT FINANCE LTD,TL,10986,"10,00,000"
