date_of_encashment,name_of_political_party,bond_number,denominations
17-Apr-23,BHARATIYA JANATA PARTY,13335,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13333,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13336,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13334,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13338,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13340,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13396,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13398,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13394,1000000
17-Apr-23,BHARATIYA JANATA PARTY,15351,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13400,1000000
17-Apr-23,BHARATIYA JANATA PARTY,14033,1000000
17-Apr-23,BHARATIYA JANATA PARTY,14039,1000000
17-Apr-23,BHARATIYA JANATA PARTY,14035,1000000
17-Apr-23,BHARATIYA JANATA PARTY,14037,1000000
17-Apr-23,BHARATIYA JANATA PARTY,14041,1000000
17-Apr-23,BHARATIYA JANATA PARTY,1408,1000000
17-Apr-23,BHARATIYA JANATA PARTY,1406,1000000
17-Apr-23,BHARATIYA JANATA PARTY,15352,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13397,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13399,1000000
17-Apr-23,BHARATIYA JANATA PARTY,15356,1000000
17-Apr-23,BHARATIYA JANATA PARTY,13395,1000000
17-Apr-23,BHARATIYA JANATA PARTY,15354,1000000
17-Apr-23,BHARATIYA JANATA PARTY,2266,100000
17-Apr-23,BHARATIYA JANATA PARTY,2268,100000
17-Apr-23,BHARATIYA JANATA PARTY,2270,100000
17-Apr-23,BHARATIYA JANATA PARTY,2273,100000
17-Apr-23,BHARATIYA JANATA PARTY,2252,100000
17-Apr-23,BHARATIYA JANATA PARTY,7014,100000
17-Apr-23,BHARATIYA JANATA PARTY,7020,100000
17-Apr-23,BHARATIYA JANATA PARTY,7016,100000
17-Apr-23,BHARATIYA JANATA PARTY,7012,100000
17-Apr-23,BHARATIYA JANATA PARTY,7018,100000
17-Apr-23,BHARATIYA JANATA PARTY,27552,100000
17-Apr-23,BHARATIYA JANATA PARTY,27554,100000
17-Apr-23,BHARATIYA JANATA PARTY,2274,100000
17-Apr-23,BHARATIYA JANATA PARTY,2272,100000
17-Apr-23,BHARATIYA JANATA PARTY,10507,10000
17-Apr-23,BHARATIYA JANATA PARTY,10505,10000
17-Apr-23,BHARATIYA JANATA PARTY,10513,10000
17-Apr-23,BHARATIYA JANATA PARTY,10509,10000
17-Apr-23,BHARATIYA JANATA PARTY,10511,10000
17-Apr-23,JANATA DAL ( SECULAR ),9585,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9593,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9581,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9595,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9597,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9591,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9587,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9589,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9579,1000000
17-Apr-23,JANATA DAL ( SECULAR ),9583,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14358,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14362,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14354,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14303,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14356,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14351,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14349,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14360,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14451,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14464,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14456,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14460,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14462,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14466,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14427,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14454,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14458,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14449,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14414,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14418,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14422,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14416,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14420,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14435,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14429,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14441,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14412,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14431,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14377,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14437,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14426,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14424,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14447,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14433,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14445,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14439,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14402,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14443,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14483,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14481,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14524,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14569,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14571,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14573,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13834,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13838,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10649,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10647,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10749,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10740,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10744,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3699,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6051,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3697,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1099,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6053,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6065,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6067,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6069,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6071,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6073,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5932,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5928,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5926,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6075,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",5930,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6052,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6056,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6054,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6060,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",6058,10000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13360,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13356,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13354,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13358,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13362,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2374,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2361,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2367,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2369,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2372,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2371,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2373,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2375,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2363,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",2365,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14020,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14014,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14022,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14016,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14018,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14008,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14010,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14004,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14012,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14006,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14021,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14027,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14025,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14029,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14023,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1286,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9599,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1288,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9577,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9571,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1347,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9575,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9569,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1349,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9573,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1360,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1376,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1374,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1366,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1358,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1378,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1364,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1368,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1370,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9448,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1380,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1362,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1372,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1356,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1354,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1350,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1352,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1348,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1287,1000000
17-Apr-23,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1289,1000000
17-Apr-23,TELUGU DESAM PARTY,14319,10000000
17-Apr-23,TELUGU DESAM PARTY,14333,10000000
17-Apr-23,TELUGU DESAM PARTY,14343,10000000
17-Apr-23,TELUGU DESAM PARTY,14315,10000000
17-Apr-23,TELUGU DESAM PARTY,14337,10000000
17-Apr-23,TELUGU DESAM PARTY,14339,10000000
17-Apr-23,TELUGU DESAM PARTY,14335,10000000
17-Apr-23,TELUGU DESAM PARTY,14341,10000000
17-Apr-23,TELUGU DESAM PARTY,14331,10000000
17-Apr-23,TELUGU DESAM PARTY,14317,10000000
17-Apr-23,TELUGU DESAM PARTY,14490,10000000
17-Apr-23,TELUGU DESAM PARTY,14488,10000000
17-Apr-23,TELUGU DESAM PARTY,14492,10000000
17-Apr-23,TELUGU DESAM PARTY,14485,10000000
17-Apr-23,TELUGU DESAM PARTY,14494,10000000
17-Apr-23,TELUGU DESAM PARTY,14496,10000000
17-Apr-23,TELUGU DESAM PARTY,14498,10000000
17-Apr-23,TELUGU DESAM PARTY,14550,10000000
17-Apr-23,TELUGU DESAM PARTY,14502,10000000
17-Apr-23,TELUGU DESAM PARTY,14500,10000000
17-Apr-23,TELUGU DESAM PARTY,14558,10000000
17-Apr-23,TELUGU DESAM PARTY,14554,10000000
17-Apr-23,TELUGU DESAM PARTY,14556,10000000
17-Apr-23,TELUGU DESAM PARTY,14560,10000000
17-Apr-23,TELUGU DESAM PARTY,14552,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,11635,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,11685,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,11687,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12711,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12703,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12707,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12709,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12701,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12715,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12705,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12713,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,12718,10000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14506,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14510,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14508,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14504,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14502,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14518,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14524,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14528,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14520,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14549,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14522,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14516,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14551,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14557,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14555,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14559,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14553,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14536,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14561,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14538,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14532,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14530,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14847,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14849,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14534,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14556,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14558,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14550,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14552,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14554,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14542,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14546,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14548,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14540,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14544,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14560,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14562,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14564,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14568,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14566,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14563,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14565,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14575,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14571,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14567,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14569,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14573,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14578,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14570,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14580,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14572,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14574,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14576,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14582,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13366,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13372,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13376,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13368,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13380,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13386,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13392,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13374,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13370,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13382,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13364,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13378,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13384,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13388,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13390,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13381,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13375,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13393,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13387,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13383,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13379,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13389,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13391,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13385,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,13377,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14017,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14019,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14024,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14026,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14028,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14620,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14622,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14036,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14044,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14038,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14052,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14048,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14040,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14054,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14046,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14030,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14042,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14058,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14050,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,14056,1000000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28729,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28733,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28755,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28735,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28745,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28737,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28743,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28757,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28751,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28731,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28747,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28741,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28749,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28753,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28739,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28765,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28767,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28761,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28759,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28763,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28775,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28777,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28773,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28769,100000
18-Apr-23,ALL INDIA TRINAMOOL CONGRESS,28771,100000
18-Apr-23,BHARAT RASHTRA SAMITHI,14555,10000000
18-Apr-23,BHARATIYA JANATA PARTY,6055,10000000
18-Apr-23,BHARATIYA JANATA PARTY,6059,10000000
18-Apr-23,BHARATIYA JANATA PARTY,6061,10000000
18-Apr-23,BHARATIYA JANATA PARTY,6057,10000000
18-Apr-23,BHARATIYA JANATA PARTY,6063,10000000
18-Apr-23,BHARATIYA JANATA PARTY,9459,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9499,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9489,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2405,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2441,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2415,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9487,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2451,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9461,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2417,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9465,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2443,1000000
18-Apr-23,BHARATIYA JANATA PARTY,2433,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9453,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9455,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9457,1000000
18-Apr-23,BHARATIYA JANATA PARTY,9473,1000000
