date_of_encashment,name_of_political_party,bond_number,denominations
19-Apr-21,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),8480,10000000
19-Apr-21,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),8487,10000000
19-Apr-21,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),8484,10000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13938,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13922,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13932,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13924,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13930,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13926,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13934,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13940,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13928,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13920,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13936,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13815,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13829,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13827,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13823,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13819,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13825,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13817,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13821,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13811,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13809,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13803,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13801,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13813,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13807,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13805,1000000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1368,100000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1376,100000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1370,100000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1374,100000
9-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1372,100000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8233,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8237,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8235,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8229,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8231,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8227,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8228,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8230,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8241,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8245,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8243,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8303,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8301,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8248,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8250,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8305,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8249,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8247,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8279,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8277,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8281,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8283,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8291,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8285,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8297,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8293,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8289,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8299,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8287,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8302,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8295,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8328,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8588,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8627,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8522,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8512,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8592,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8641,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8520,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8515,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8633,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8584,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8635,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8629,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8594,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8509,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8645,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8579,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8600,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8639,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8586,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8598,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8643,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8524,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8596,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8510,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8577,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8631,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8582,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8590,10000000
12-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8517,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9257,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8232,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8234,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8238,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8240,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8286,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8246,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8292,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8300,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8276,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8244,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8284,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8298,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8294,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8282,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8296,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8290,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8280,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8278,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8288,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",8253,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9119,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9117,10000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12767,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12769,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12773,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12765,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12771,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13946,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13944,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13950,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13942,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12766,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12768,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",12770,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13844,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1073,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1066,1000000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3253,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3251,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3257,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3259,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3255,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3266,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3258,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3262,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3260,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3264,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25112,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25116,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25114,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25109,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25130,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25124,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25119,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25121,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25106,100000
12-Jul-21,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",25126,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8304,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8271,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8257,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8255,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8265,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8263,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8259,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8251,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8267,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8269,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8261,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8344,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8336,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8338,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8342,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8334,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8332,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8340,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8335,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8333,10000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13919,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13917,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13915,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13808,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13804,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13806,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13802,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13898,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13900,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13899,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13896,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14120,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14119,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14127,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14125,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14129,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14131,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14137,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14123,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14135,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14133,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14121,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14124,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14128,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14122,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14126,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14115,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14117,1000000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1387,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1383,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1379,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1385,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1381,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1410,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1412,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1418,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1414,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1416,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1420,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1406,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1402,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1408,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1404,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1431,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1427,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1400,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1398,100000
13-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1429,100000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8242,10000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8326,10000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8327,10000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8329,10000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13937,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13927,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13935,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13929,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13939,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13933,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13931,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13923,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13925,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13941,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13943,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13945,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13810,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13818,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13812,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13814,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13824,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13948,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13820,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13816,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13822,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13849,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13843,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13847,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13851,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13845,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13862,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13860,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13864,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13866,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13852,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13856,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13858,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13854,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13857,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13853,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13859,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13855,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13861,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13875,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13865,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13873,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13863,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13871,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13869,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13867,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14104,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14106,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14102,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14114,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14112,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14110,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14116,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14108,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,14118,1000000
14-Jul-21,ALL INDIA TRINAMOOL CONGRESS,1378,100000
14-Jul-21,BHARATIYA JANATA PARTY,6868,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6870,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6866,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6852,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6854,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6856,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6864,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6862,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6860,10000000
14-Jul-21,BHARATIYA JANATA PARTY,6858,10000000
14-Jul-21,BHARATIYA JANATA PARTY,13599,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12788,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13587,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13593,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12782,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13663,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13579,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13565,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13567,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13665,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13675,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13661,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12772,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13657,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13679,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13667,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12800,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12794,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12798,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13673,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13571,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13655,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13569,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13671,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13581,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13669,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13651,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12776,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13585,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12784,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12780,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12786,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13575,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13583,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13589,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12796,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13595,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13597,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13577,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13591,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13561,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13563,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13659,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12774,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12778,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13573,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13653,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12790,1000000
14-Jul-21,BHARATIYA JANATA PARTY,12792,1000000
14-Jul-21,BHARATIYA JANATA PARTY,13677,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8236,10000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8239,10000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,8330,10000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13828,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13947,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13826,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13949,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13832,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13830,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13831,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13835,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13833,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13838,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13842,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13834,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13836,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13840,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13841,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13839,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13837,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13872,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13868,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13870,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13877,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13883,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13885,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13879,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13881,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13211,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13207,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13209,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13213,1000000
15-Jul-21,ALL INDIA TRINAMOOL CONGRESS,13201,1000000
